단원,대주제,프로젝트명,프로젝트ID,URL,썸네일URL,주석
STEP 3,연산 및 수학적 알고리즘을 활용한 게임만들기,자동차 장애물 피하기 게임,351331015,https://scratch.mit.edu/projects/351331015/,https://uploads.scratch.mit.edu/get_image/project/351331015_480x360.png,"[자동차]
- [개요]
장애물을 피해 자동차를 위아래로 운전하는 게임을 구현해봅시다!
장애물은 오른쪽에서 왼쪽으로 움직이며 4개의 트랙에서 아무때나 나타납니다.

[스프라이트 구현 순서]
시작 -> 배경 -> 자동차 -> 장애물(바위부터)



◎ 게임시작 신호를 받았을 때
1. 자동차의 위치를 x: -190, y: -157로 초기화 한다.
2. 위, 아래 방향키로 자동차의 위치를 한 칸씩(y좌표 44만큼) 이동한다.
   *이때 한번에 두칸씩 움직이는 것을 방지하기 위해 ~까지 기다리기 명령어를 사용한다.
     ex. 위쪽 화살표 키를 눌렀는가? 가 아니다 까지 기다리기
   **트랙을 벗어나지 않게 코딩한다. (만약 맨 윗줄이라면 위로 올라가지 않게, 맨 아랫줄이라면 아래로 내려가지 않게)
- ◎ 게임시작 신호를 받았을 때
1.장애물(바위, 바나나, 오일, STOP) 4개가 랜덤으로 복제된다. 



Q1. 장애물이 겹치지 않게 생기려면 어떻게 할까요?
Q2. 장애물이 아닌, 먹으면 점수가 올라가는 아이템을 추가해봅시다.
[시작]
- ◎ 🏴클릭했을 때
1. 모양을 3, 2, 1 순서대로 보인 후, 게임 시작 신호를 보내고 숨기기
2. 목숨 변수를 0으로 정하기
[배경1]
- ◎ 게임시작 신호를 받았을 때
1. 맨 뒤쪽으로 순서 바꾸기
2. x : 460, y : 0으로 이동하기
3. 왼쪽으로 이동하다가, x좌표가 -460보다 작아지면  x : 460, y : 0으로 이동하기


Q. 배경이 끊어지지 않고 이어지게 보이려면 배경2 코드를 어떻게 작성해야 할까요?
[바위]
- ◎ 게임시작 신호를 받았을 때
1. 숨기기
2. 위치 초기화 (트랙의 오른쪽)



◎ 복제되었을 때
1. 왼쪽으로 이동하다가 자동차나 벽에 닿으면 복제본 삭제하기
2. 자동차에 닿을 때는 목숨을 -1만큼 바꾸기



Q1. 나머지 장애물(바나나, 오일, stop)도 동일하게 작성해 봅시다.
Q2. 아이템과 점수 변수를 추가하여, 아이템을 먹으면 점수를 얻는 게임으로 수정해 봅시다."
STEP 4,연산 및 수학적 알고리즘을 활용한 게임만들기,벽돌게임,460445074,https://scratch.mit.edu/projects/460445074/,https://uploads.scratch.mit.edu/get_image/project/460445074_480x360.png,"[벽돌]
- [개요]
바(Bar)로 공을 튕기며 벽돌들을 부수는 게임을 만들어 봅시다!

벽돌은 각각 1부터 5까지 맞혀야 하는 횟수가 모두 다릅니다. 
벽돌을 다 없애면 게임클리어, 그 전에 공이 바닥에 닿으면 게임오버가 됩니다.


[스프라이트 구현 순서]
끝 -> 바 -> 벽돌 -> Ball


[과정]

◎ 깃발 클릭했을 때
1. 보이기
2. x: -215, y: 162 로 이동하기
3. 크기를 40%로 정하기
4. 벽돌 변수를 50으로 정하기
5. 벽돌을 한 줄에 10개씩, 총 다섯 줄에 생성하기(좌우 간격은 47, 상하 간격은 30) 

★ 5번 힌트: 반복하기 2개 사용해서 벽돌 복제하기


◎ 복제되었을 때
1. 모양을 ??로 바꾸기
2. 무한반복 내부
     2-1. 만약 Ball에 닿았는가? 라면
          2-1-1. 만약 모양번호 = 1 이라면
                2-1-1-1. 벽돌을 -1만큼 바꾸기
                2-1-1-2. 이 복제본 삭제하기
          2-1-2. 아니면 다음 모양으로 바꾸기
     2-2. 만약 벽돌 = 0 이라면
          2-2-1. 게임클리어 신호 보내기


Q. 벽돌마다 맞히는 횟수를 다르게 하려면 어떻게 해야 할까요? 
     (힌트: 변수 사용해서 모양 바꾸기)
[Ball]
- ◎ 깃발 클릭했을 때
1. x: 0, y:-120로 이동하기
2. 180도 방향 보기


◎ ""게임시작"" 신호를 받았을 때
1. 무한 반복하기
     1-1. 벽에 닿으면 튕기기
     1-2. 10만큼 움직이기
     1-3. 만약 바닥에 닿으면 (좌표 활용)
         1-3-1. ""게임오버"" 신호 보내기


★ 공이 벽돌과 바에 닿았을 때도 튕기려면 어떻게 해야 할까요? 전에 만들었던 핑퐁 게임을 생각해봅시다.
         (Hint:  ??? - 방향)
[바]
- ◎ 깃발 클릭했을 때
1. x:0, y:-140으로 이동하기


◎ ""게임시작"" 신호를 받았을 때
1. 왼쪽 화살표와 오른쪽 화살표 키를 눌렀을 때 좌우로 이동하기
[끝]
- ◎ 깃발 클릭했을 때
1. 모양을 game start 로 바꾸기
2. 크기를 100%로 정하기
3. 보이기


◎ 스페이스 키를 눌렀을 때
1. 게임시작 신호 보내기
2. 숨기기


◎ 게임클리어 신호를 받았을 때
1. 모양을 ??로 바꾸고 게임 종료하기


◎ 게임오버 신호를 받았을 때
1. 모양을 ??로 바꾸고 게임 종료하기



★ 게임이 끝날 때의 상황(게임클리어 / 게임오버)에 맞게 모양을 바꾸어 종료 화면을 만들어봅시다."
STEP 4,연산 및 수학적 알고리즘을 활용한 게임만들기,연산자 맞추기,302399020,https://scratch.mit.edu/projects/302399020/,https://uploads.scratch.mit.edu/get_image/project/302399020_480x360.png,"[연산자]
- [개요]
수식에 알맞는 연산자를 고르는 게임을 만들어 봅시다!
연산자란, 더하기, 빼기, 곱하기, 나누기처럼 숫자를 계산할 때사용하는 기호를 말합니다.

숫자 2개와 결과를 보고, 물음표 자리에 들어갈 연산자를 클릭해서 맞히는 문제입니다.
올바른 연산자를 고르면 1점을 얻고, 틀리면 1점을 잃습니다.
각 문제마다 5초의 제한시간이 있습니다. 


[스프라이트 구현 순서]
연산자 -> 값1 -> 값2 -> 결과1 -> 결과2 -> 시계 -> 더하기, 빼기, 곱하기, 나누기 


[과정]
◎ 깃발 클릭했을 때
1. 점수를 0으로 정하기
2. 연산자정하기 신호 보내기

◎ 연산자정하기 신호를 받았을 때
1. 연산자 변수를 1부터 4 사이의 난수로 정하기
2. 숫자1, 숫자2 변수를 1부터 9 사이의 난수로 정하기
3. 만약 < 연산자 = 1 > 이라면   ==> 연산자가 더하기인 경우
     3-1. 결과를 숫자1+숫자2로 정하기
4. 만약 < 연산자 = 2 > 이라면   ==> 연산자가 빼기인 경우
     4-1. 숫자1 > 숫자2 까지 반복하기  ==> 앞의 수가 더 커질 때까지 숫자를 다시 정하기
          4-1-1. 숫자1, 숫자2 변수를 1부터 9 사이의 난수로 정하기
5. 곱하기, 나누기도 완성하기 (주석 맨아랫줄 참고)
5. 수식완료 신호 보내기



★ 게임이 끝나는 상황을 스스로 만들어봅시다.



※ 참고 : 빼기의 경우, 앞의 숫자가 뒤의 숫자보다 작으면 뺄 수 없습니다. 
나누기의 경우 나누어 떨어지지 않으면 결과를 구하기 어려워집니다. 
즉, 빼기와 나누기는 계산이 가능한 경우가 나올 때까지 숫자1과 숫자2를 다시 정해줘야 합니다.
[값1]
- ◎ 수식완료 신호를 받았을 때
1. 모양을 (숫자1)로 바꾸기
[값2]
- ◎ 수식완료 신호를 받았을 때
1. 모양을 (숫자2)로 바꾸기
[결과1]
- ◎ 수식완료 신호를 받았을 때
1. 만약 결과 < 10 라면
     1-1. 모양을 모양10▼ 로 바꾸기 
2. 아니면
     2-1. 모양을 (""모양"")과 (결과의 1번째 글자) 결합하기 로 바꾸기
[결과2]
- ◎ 수식완료 신호를 받았을 때
1. 만약 결과 < 10 라면
     1-1. 모양을 (""모양"")과 ______ 결합하기 으로 바꾸기
2. 아니면
     2-1. 모양을 (""모양"")과 ______ 결합하기 으로 바꾸기


★ 결과1과 비슷하지만 조금 다릅니다. 스프라이트의 모양을 잘 보고 빈칸에 어떤 블록과 숫자가 들어가야 할지 생각해봅시다.
[더하기]
- ◎ 수식완료 신호를 받았을 때
1. 모양을 (연산자▼)로 바꾸기 


◎ 이 스프라이트를 클릭했을 때
 1.  만약 연산자 변수가 ??라면
     1-1. 점수를 1만큼 바꾸기
     1-2. 모양을 정답으로 바꾸기
2. 아니면
     2-1. 점수를 -1만큼 바꾸기
     2-2. 모양을 오답으로 바꾸기
3. 0.5초 기다리기
4. 연산자정하기 신호 보내기


★ 연산자 변수와 더하기/빼기/곱하기/나누기 스프라이트는 무슨 관계일까요?
빈칸에 알맞은 숫자를 넣어 코드를 완성하고, 나머지 연산자도 동일하게 작성합니다.
[시계]
- ◎ 수식완료 신호를 받았을 때
1. 시간을 5로 정하기
2. 모양을 시계1로 바꾸기
3. 시간 < 0 까지 반복하기
     3-1. 1초 기다리기
     3-2. 시간을 -1만큼 바꾸기
     3-3. 다음 모양으로 바꾸기
4. 수식완료 신호 보내기


Q. 시간 내에 문제를 풀지 못하면 점수를 잃게 하려고 합니다. 코드를 어떻게 수정하면 좋을까요?"
STEP 4,연산 및 수학적 알고리즘을 활용한 게임만들기,오존을 찾아라,293861383,https://scratch.mit.edu/projects/293861383/,https://uploads.scratch.mit.edu/get_image/project/293861383_480x360.png,"[미로]
- [개요] 
오존발생기를 움직여서 산소를 3개 모아 오존을 만들어봅시다.
게임이 시작되면 모든 탄소와 산소는 랜덤한 위치로 이동되고, 1초 후 투명해져서 보이지 않습니다. 

오존발생기가 탄소나 산소를 지나가면 다시 보이게 되지만, 탄소에 닿으면 처음 위치로 되돌아가고 탄소와 산소의 위치가 다시 바뀝니다.

산소의 위치를 기억했다가 산소가 있는 길을 찾아 이동하며 골 지점에 도달해야 합니다.


★ 위치 변수와 신호 보내기를 적절하게 사용해서 프로그램을 만들어 봅시다.



[스프라이트 구현 순서]
오존발생기 -> 목표지점 -> 산소1 -> 탄소1 -> 탄소2

1층 산소와 탄소가 랜덤으로 잘 배치되는지 확인하고 나머지 스프라이트를 구현합니다.
[오존발생기]
- [과정]
◎ 깃발 클릭했을 때
1. 무한 반복하기
     1-1. 만약 위쪽 화살표를 눌렀는가? 라면
          1-1-1. 위쪽으로 이동하기
     1-2. 나머지 아래, 왼쪽, 오른쪽도 이동할 수 있게 코드 작성하기
     1-3. 만약 미로 색에 닿았는가? 라면 지나갈 수 없게 하기
     1-4. 만약 목표지점에 닿았는가? 라면
          1-4-1. 오존O3를 1만큼 바꾸기
          1-4-2. 준비 신호 보내기


◎ 준비 신호를 받았을 때
1. x: -160,  y:-160 으로 이동하기
2. 0도 방향 보기
[목표지점]
- 다시 풀어쓰자면
산소1, 탄소1, 탄소2 는 y좌표가 -95이고 x 좌표는 170, 0, -170 중에 랜덤.
- ◎ 깃발 클릭했을 때
1. 준비 신호 보내기


◎ 준비 신호를 받았을 때   ==> 산소와 탄소의 위치 정하기
1. 1층 변수를 (1부터 ___사이의 난수)로 정하기
2. 2층 변수를 (1부터 ___사이의 난수)로 정하기
3. 3층 변수를 (1부터 ___사이의 난수)로 정하기
4. 배치 신호 보내기   ==> 산소와 탄소가 이동하기 위한 신호


★ 1층 변수는 (산소1, 탄소1, 탄소2) 가 배치될 수 있는 경우의 수를 랜덤으로 정하는 변수입니다. 
모두 몇 가지가 있을지 생각해서 빈칸을 채워봅시다.

2층 변수는 (산소2, 탄소3, 탄소4) 의 배치를, 3층 변수는 (산소3, 탄소5, 탄소6) 의 배치를 결정합니다.
- ★ 산소와 탄소 자리 각각의 좌표


x: -170, y: 95          x: 0, y: 95          x: 170, y: 95

x: -170, y: 0            x: 0, y: 0            x: 170, y: 0

x: -170, y: -95         x: 0, y: -95         x: 170, y: -95
[산소1]
- ◎ 배치 신호를 받았을 때
1. 투명도를 0으로 정하기
2. 만약 1층 = 1 이라면
     2-1. x: ___ , y: ___ 으로 이동하기
3. 만약 1층 = 2 라면

.
.      ( 1층 변수의 경우의 수만큼 코드 작성하기)
.

4. 1.5초 기다리기
5. 10번 반복하기
     5-1. 투명도를 10만큼 바꾸기
6. 무한 반복하기
     6-1. 만약 오존발생기에 닿았는가? 라면
          6-1-1. 투명도를 0으로 정하기



★ 산소2, 산소3도 비슷하게 작성합니다. 대신 변수의 종류와 각각의 좌표가 달라져야 합니다.
[탄소1]
- ◎ 배치 신호를 받았을 때
1. 투명도를 0으로 정하기
2. 만약 1층 = 1 이라면
     2-1. x: ___ , y: ___ 으로 이동하기
3. 만약 1층 = 2 라면
.
.      ( 1층 변수의 경우의 수만큼 코드 작성하기)
.

4. 1.5초 기다리기
5. 10번 반복하기
     5-1. 투명도를 10만큼 바꾸기
6. 무한 반복하기
     6-1. 만약 오존발생기에 닿았는가? 라면
          6-1-1. 투명도를 0으로 정하기
          6-1-2. 준비 신호 보내기



★ 산소 코드와 다른 점에 유의해서 작성합니다. 나머지 탄소도 비슷하게 작성하되 변수의 종류와 좌표가 달라져야 합니다."
STEP 4,연산 및 수학적 알고리즘을 활용한 게임만들기,공배수,635385866,https://scratch.mit.edu/projects/635385866/,https://uploads.scratch.mit.edu/get_image/project/635385866_480x360.png,"[스프라이트 1]
- [개요]
최대 공약수에 이어서 이번엔 최소 공배수를 구하는 프로그램을 만들어봅시다!



[과정]

- 깃발 클릭했을 때
   - ""첫 번째 숫자 입력하기"" 묻고 기다리기
   - 'A'변수를 대답으로 정하기
   - ""두 번째 숫자 입력하기"" 묻고 기다리기
   - 'B'변수를 대답으로 정하기
  
   - (n은 최소 공배수가 될 때 까지 1씩 증가합니다. 최대 몇번 반복해야 할까요?)
        - (A,B와 n을 사용한 최소 공배수가 되는 조건은 무엇일까요?) 
  


[생각해보기]
최대 공약수를 이용하여 최소공배수를 어떻게 구할 수 있을까요?"
STEP 4,연산 및 수학적 알고리즘을 활용한 게임만들기,끝말잇기,293840897,https://scratch.mit.edu/projects/293840897/,https://uploads.scratch.mit.edu/get_image/project/293840897_480x360.png,"[우주선1]
- [개요]
각각의 수식이 적혀있는 5개의 우주선 중, 가장 낮은 값부터 클릭하는 게임을 만들어 봅시다!

[과정]

깃발클릭했을때
""클릭""변수를 0으로 초기화한다.

       
1. 우주선1스프라이트 모양1, 모양2, 모양3에
   각각 몫이 1,2,3이 되는 나눗셈식을 입력하세요.
   예를 들면
     모양1 - 3/3, 4/4    ----> 결과값 1
     모양2 - 6/3, 8/4   ----> 결과값 2
     모양3 - 9/3, 15/5   ----> 결과값 3

2. 게임이 시작되면
   ① 우주선1은 모양1~모양3 랜덤의 모양으로 보이고
   ② 착륙장에서 출발하여
   ③ 1초동안 랜덤의 위치로 움직이기를 반복한다.

3. 우주선1 스프라이트를  클릭했을때
    ① 클릭변수를 1만큼 바꾼다.
    ② 만약 클릭변수 = 1이라면
           - 모양4로  바뀌고,
           - 1초동안 착륙장으로 이동하고 숨긴다
        아니라면
           - 모양5로 바뀌고 게임이 종료된다.
[우주선2]
- 1. 우주선2스프라이트 모양1, 모양2, 모양3에
   각각 몫이 4,5,6이 되는 나눗셈식을 입력하세요.
   예를 들면 
     모양1 - 12/3, 9-5    ----> 결과값 4
     모양2 - 25/5,  2+3   ----> 결과값 5
     모양3 - 15-9, 3*2   ----> 결과값 6

2. 게임이 시작되면 
   ① 우주선2은 모양1~모양3 랜덤의 모양으로 보이고
   ② 착륙장에서 출발하여 
   ③ 1초동안 랜덤의 위치로 움직이기를 반복한다. 

3. 우주선2 스프라이트를  클릭했을때 
    ① 클릭변수를 1만큼 바꾼다. 
    ② 만약 클릭변수 = 2이라면 
           - 모양4로  바뀌고, 
           - 1초동안 착륙장으로 이동하고 숨긴다
        아니라면
           - 모양5로 바뀌고 게임이 종료된다.
[우주선3]
- 1. 우주선3스프라이트 모양1, 모양2, 모양3에
   각각 몫이 10,11,12이 되는 나눗셈식을 입력하세요.
   예를 들면 
     모양1 - 15-5, 7+3   ----> 결과값 10
     모양2 - 2+9, 33/3   ----> 결과값 11
     모양3 - 2*6, 8+4,   ----> 결과값 12

2. 게임이 시작되면 
   ① 우주선3은 모양1~모양3 랜덤의 모양으로 보이고
   ② 착륙장에서 출발하여 
   ③ 1초동안 랜덤의 위치로 움직이기를 반복한다. 

3. 우주선3 스프라이트를  클릭했을때 
    ① 클릭변수를 1만큼 바꾼다. 
    ② 만약 클릭변수 = 3이라면 
           - 모양4로  바뀌고, 
           - 1초동안 착륙장으로 이동하고 숨긴다
        아니라면
           - 모양5로 바뀌고 게임이 종료된다.
[우주선4]
- 1. 우주선4스프라이트 모양1, 모양2, 모양3에
   각각 몫이 13,14,15이 되는 나눗셈식을 입력하세요.
   예를 들면 
     모양1 - 5+8, 16-3   ----> 결과값 13
     모양2 - 7+7, 7*2   ----> 결과값 14
     모양3 - 3*5 , 9+6,   ----> 결과값 15

2. 게임이 시작되면 
   ① 우주선4은 모양1~모양3 랜덤의 모양으로 보이고
   ② 착륙장에서 출발하여 
   ③ 1초동안 랜덤의 위치로 움직이기를 반복한다. 

3. 우주선4 스프라이트를  클릭했을때 
    ① 클릭변수를 1만큼 바꾼다. 
    ② 만약 클릭변수 = 4이라면 
           - 모양4로  바뀌고, 
           - 1초동안 착륙장으로 이동하고 숨긴다
        아니라면
           - 모양5로 바뀌고 게임이 종료된다.
[우주선5]
- 1. 우주선5스프라이트 모양1, 모양2, 모양3에
   각각 몫이 16,17,18이 되는 나눗셈식을 입력하세요.
   예를 들면 
     모양1 - 4*4, 20-4   ----> 결과값 16
     모양2 - 14+3, 9+8   ----> 결과값 17
     모양3 - 6*3 , 20-2   ----> 결과값 18

2. 게임이 시작되면 
   ① 우주선5은 모양1~모양3 랜덤의 모양으로 보이고
   ② 착륙장에서 출발하여 
   ③ 1초동안 랜덤의 위치로 움직이기를 반복한다. 

3. 우주선5스프라이트를  클릭했을때 
    ① 클릭변수를 1만큼 바꾼다. 
    ② 만약 클릭변수 = 5이라면 
           - 모양4로  바뀌고, 
           - 1초동안 착륙장으로 이동하고 숨긴다
        아니라면
           - 모양5로 바뀌고 게임이 종료된다.
[착륙장]
- 1. 착륙장은 게임이 시작하면 
지정한 위치에서 빙글빙글 회전한다.

2. 우주선5개가 모두 도착하면 
행성로 향해 가면서 작아지며 사라진다.
[행성]
- 행성은 아주 느린 속도로 회전하기를 반복한다."
STEP 4,연산 및 수학적 알고리즘을 활용한 게임만들기,Friday Night Funkin,329403126,https://scratch.mit.edu/projects/329403126/,https://uploads.scratch.mit.edu/get_image/project/329403126_480x360.png,"[Boyfriend]
- [개요]
펌프라는 리듬게임을 아시나요?

펌프는 네 종류의 화살표가 나타나면 각 방향키를 타이밍에 맞춰 눌러야 하는 리듬게임입니다. 

연속으로 맞출 시 연속점수가 올라가며 Awesome!의 모양이 바뀝니다.

원하는 음악을 이용해서 구현해봅시다!

[팁]
아래의 스프라이트 순서로 구현하면 이해하기 쉬워요.
Boyfriend -> Left,Down,Up,Right -> 왼, 아래, 위, 오른 -> Awesome!



[과정]

깃발 클릭했을 때
   - 모양을 Thumbnail로 바꾸기
   - music 재생하기
   - 보이기
   - ""점수"", ""연속점수""를 0으로 정하기


스페이스 키를 눌렀을 때
   - 모든 소리 끄기
   - 숨기기
   - ""게임시작"" 신호 보내기
[왼]
- 깃발 클릭했을 때
   - 숨기기
   - 크기를 100%로 정하기
   - x: -120, y:-140로 이동하기



""게임시작"" 신호를 받았을 때
   - 무한 반복하기
      - (랜덤한 초 기다리고 나 자신 복제하기)


- 복제되었을 때
    - 보이기
    - 벽에 닿았는가? 까지 반복하기
        - y좌표를 10만큼 바꾸기
        - 만약 왼쪽 화살표 키를 눌렀는가? 라면
            - (타이밍에 알맞게 눌렀을 때 ""점수"",""연속점수"" 1씩 증가하고 ""Awesome"" 신호 보내고 이 복제본 삭제하기,  아닐 때는 ""연속점수"" 0으로 정하기)

    - ""연속점수""를 0로 정하기
    - 이 복제본 삭제하기
[아래]
- 깃발 클릭했을 때
   - 숨기기
   - 크기를 100%로 정하기
   - x: -40, y:-140로 이동하기



(왼 스프라이트와 마찬가지로 구현해주세요)
[위]
- 깃발 클릭했을 때
   - 숨기기
   - 크기를 100%로 정하기
   - x: 40, y:-140로 이동하기


(왼 스프라이트와 마찬가지로 구현해주세요)
[오른]
- 깃발 클릭했을 때
   - 숨기기
   - 크기를 100%로 정하기
   - x: 120, y:-140로 이동하기


(왼 스프라이트와 마찬가지로 구현해주세요)
[Left]
- 깃발 클릭했을 때
   - 맨 뒤쪽로 순서 바꾸기
   - 크기를 100%로 정하기
   - x: -120, y: 140로 이동하기
[Down]
- 깃발 클릭했을 때
   - 맨 뒤쪽로 순서 바꾸기
   - 크기를 100%로 정하기
   - x: -40, y: 140로 이동하기
[Up]
- 깃발 클릭했을 때
   - 맨 뒤쪽로 순서 바꾸기
   - 크기를 100%로 정하기
   - x: 40, y: 140로 이동하기
[Right]
- 깃발 클릭했을 때
   - 맨 뒤쪽로 순서 바꾸기
   - 크기를 100%로 정하기
   - x: 120, y: 140로 이동하기
[Awesome!]
- 깃발 클릭했을 때
   - 숨기기



Awesome 신호를 받았을 때
- 모양을 1로 바꾸기
- (""연속점수""에 따라 모양을 각각 바꿔주세요)
- 보이기
-  0.5초 기다리기
- 10번 반복하기
   - 투명도 효과를 10만큼 바꾸기
- 그래픽 효과 지우기
- 숨기기"
STEP 4,연산 및 수학적 알고리즘을 활용한 게임만들기,축구공 헤딩,514819125,https://scratch.mit.edu/projects/514819125/,https://uploads.scratch.mit.edu/get_image/project/514819125_480x360.png,"[Monkey]
- [개요]
원숭이가 축구공을 헤딩하는 게임을 만들어 봅시다!

원숭이가 헤딩하는 방향에 따라 공의 방향도 정해집니다.
헤딩에 성공하면 점수를 1점 얻고, 공은 튕겨져 올라갔다가 1초뒤에 다시 떨어집니다.


[팁]
아래와 같은 순서로 구현하면 이해하기 쉬워요
스프라이트 1 -> Monkey -> Soccer Ball


- 깃발 클릭했을 때
   - 크기를 60% 로 정하기
   - x: 0, y: -120 로 이동하기
   - (좌, 우 키를 눌러 이동하는 것을 구현해 주세요.)
[Soccer Ball]
- - 깃발 클릭했을 때
   - x: 0, y: 50로 이동하기
   - ""점수""를 0으로 정하기  
   - 2초 기다리기
   - 180도 방향보기
   - 무한 반복하기
      - 벽에 닿으면 튕기기
      - 5만큼 움직이기


- 깃발 클릭했을 때
   - (원숭이에 닿았을 때
       1. 원숭이의 왼쪽에 맞으면 공이 왼쪽 방향으로, 오른쪽에 맞으면 공이 오른쪽 방향으로 튕기는 것을 구현
        2. ""중력""신호를 보내고
        3.""점수""를 1만큼 바꾸고,
        hint:  Monkey의 x좌표 이용하기,   튕겨지는 각도는 난수로 정해주세요.
      )
       
   - (땅에 닿았을 때 ""게임오버"" 신호를 보내고 모두 멈추기.)


- ""중력"" 신호를 받았을 때
   - 타이머 초기화
   - 무한 반복하기
      - 만약 타이머 > 1 라면
         - (180 - 방향)도 방향 보기
         - 이 스크립트 멈추기
[스프라이트 1]
- - 깃발 클릭했을 때
   - x: 0 , y: 0 로 이동하기
   - 숨기기


- ""게임오버"" 신호를 받았을 때
   - 보이기"
STEP 4,연산 및 수학적 알고리즘을 활용한 게임만들기,파쿠르,567831846,https://scratch.mit.edu/projects/567831846/,https://uploads.scratch.mit.edu/get_image/project/567831846_480x360.png,"[Stage]
- 난이도가 올라갈수록 배경을 직접 어렵게 만들어 봅시다.
[플레이어]
- [개요]

파쿠르를 아시나요?

벽을 뛰어넘거나 벽을 타면서 역동적으로 움직이는 행위입니다.

플레이어가 파쿠르를 하면서 노란색까지 도달하는 게임을 만들어 봅시다.




[과정]

깃발 클릭했을때
   - x: -223, y:-120로 이동하기
   - (좌,우 방향키를 눌렀을 때 3만큼 움직이고 모양도 바꾸되, 플레이어의 눈(검은자)가 벽(갈색)에 
      닿으면 반대로 3만큼 반대로 가주세요.)
- 깃발 클릭했을 때
  - 무한 반복하기
      - (빨간색과 노란색에 닿았을 때 각각 구현하기)



(??에 각각 알맞은 값을 넣어서 구현해주세요)
깃발 클릭했을 때
    - ""점프누름""변수를 0로 정하기
    - 무한 반복하기
       - 만약 위쪽 화살표키를 눌렀는가? 그리고 ""점프누름"" = 0 라면
           - ""중력"" 변수를 12로 정하기
           - ""중력"" = ?? 까지 반복하기
                - 모양을 up로 바꾸기
                - y좌표를 ??만큼 바꾸기
                - 중력을 -1 만큼 바꾸기
           - ""점프누름""을 ??로 정하기
            
       아니면
           - ""점프누름""을  ??로 정하기 
           - 중력을 0로 정하기
           -  벽(갈색)에 닿았는가? 까지 반복하기
               - y좌표를 ""중력""만큼 바꾸기
              - 중력을 ??만큼 바꾸기"
STEP 4,연산 및 수학적 알고리즘을 활용한 게임만들기,스카이콩콩,322780916,https://scratch.mit.edu/projects/322780916/,https://uploads.scratch.mit.edu/get_image/project/322780916_480x360.png,"[사람]
- [개요]

스카이 콩콩을 타고 아이템은 먹어가면서 동물(너구리, 토끼)과 장애물(해골, 폭탄)은 피해야 하는 게임을 만들어 봅시다!

사람은 상, 하, 좌, 우로 움직일 수 있으며 사람이 움직이면 동물들도 랜덤한 방향으로 움직입니다.

동물들에 닿으면 게임은 바로 종료되고, 장애물에 닿으면 목숨이 1씩 줄어듭니다. 아이템을 먹으면 점수가 1씩 증가합니다.


[팁]
아래의 순서로 스프라이트를 구현하면 이해하기 쉬워요.

사람 -> 해골 -> 아이템 -> 너구리, 토끼 


[과정]

깃발 클릭했을 때
   - ""목숨"", ""점수"" 변수 초기화
   - x: 0, y: 0로 이동하기 
   - (계속 콩콩 뛰는 것을 표현해 주세요. 2만큼 세 번, -2만큼 세 번.)


 ""내 블록""을 이용해서 ""왼쪽"", ""위"", ""오른쪽"", ""아래"" 정의하기. 아래는 ""왼쪽"" 예시

""왼쪽"" 정의하기
   -  -90도 방향보기
   - 모양을 ""사람옆"" 로 바꾸기
   - 4번 반복하기
        - x좌표를 -11만큼 바꾸기
   - 모양을 ""사람앞""으로 바꾸기 
   - ""동물움직이기"" 신호 보내기


깃발 클릭했을 때
   - (방향키를 누를 때 정의해놨던 블록을 이용해서 움직이는 동작 만들기)    
      (hint:   오른쪽: x좌표 < 220,   왼쪽: -220< x좌표,  위쪽: y좌표 < 132,   아래쪽:  -132 < y좌표)
[너구리]
- 너구리가 점프하는 모양을 코딩해주는 스크립트를 작성하세요.
- - 깃발 클릭했을 때
   - x: 44 * -5부터 5사이의 난수  y: 44* -3부터 3사이의 난수 로 이동하기 
   - (콩콩 뛰는 것을 표현해주세요.)


""사람"" 스프라이트에서 정의했듯이 ""위"",""아래,""왼쪽"",""오른쪽을"" 정의하세요.


- ""동물움직이기"" 신호를 받았을 때
   - (""너구리""변수를 사용하여 네 방향 중 랜덤한 방향으로 가는 것을 구현해주세요.)
[토끼]
- - 깃발 클릭했을 때
   - x: 44 * -5부터 5사이의 난수  y: 44 * -3부터 3사이의 난수 로 이동하기 
   - (콩콩 뛰는 것을 표현해주세요.)


""사람"" 스프라이트에서 정의했듯이 ""위"",""아래,""왼쪽"",""오른쪽을"" 정의하세요.


- ""동물움직이기"" 신호를 받았을 때
   - (""토끼""변수를 사용하여 네 방향중 랜덤한 방향으로 가는 것을 구현해주세요.)
[해골]
- - 깃발 클릭했을 때
   - 숨기기
   - (특정 시간마다 복제하기)


- 복제되었을 때
   - x: 44 * -5부터 5사이의 난수  y: 44* -3부터 3사이의 난수 -20 로 이동하기
   - 모양을 1부터 2 사이의 난수로 바꾸기
   - 보이기
   - (사람에 닿았을 때 목숨 감소하고 복제본 삭제하기)
[아이템]
- 복제되었을때①

만약 사람에 닿았다면 
점수를 1만큼 바꾸고.
숨긴후 복제본을 삭제한다.
- 복제되었을때②
무대 난수위치에서 
랜덤의 모양으로 보이고
2초 기다린후
숨기고 복제본을 삭제한다.
- 아이템은 해골과 비슷하게 5초마다 생기고 사람에게 닿으면 점수가 올라갑니다.

 x: 44 * -5부터 5사이의 난수  y: 44* -3부터 3사이의 난수 로 이동하기"
